Date,SP500,VIX,FEDFUNDS,CPI,UNRATE,M2,SENTIMENT,OIL,GS10
2022-04-30,4131.93017578125,33.400001525878906,0.33,288.561,3.7,21769.5,65.2,104.59,2.75
2022-05-31,4132.14990234375,26.190000534057617,0.77,291.298,3.6,21719.5,58.4,114.38,2.9
2022-06-30,3785.3798828125,28.709999084472656,1.21,294.957,3.6,21651.2,50.0,107.76,3.14
2022-07-31,4130.2900390625,21.329999923706055,1.68,294.913,3.5,21652.8,51.5,101.31,2.9
2022-08-31,3955.0,25.8700008392334,2.33,295.097,3.6,21638.2,58.2,90.09,2.9
2022-09-30,3585.6201171875,31.6200008392334,2.56,296.349,3.5,21536.5,58.6,79.91,3.52
2022-10-31,3871.97998046875,25.8799991607666,3.08,298.007,3.6,21461.5,59.9,86.54,3.98
2022-11-30,4080.110107421875,20.579999923706055,3.78,298.786,3.6,21406.5,56.7,80.48,3.89
2022-12-31,3839.5,21.670000076293945,4.1,298.832,3.5,21291.0,59.8,80.16,3.62
2023-01-31,4076.60009765625,19.399999618530273,4.33,300.42,3.5,21279.4,64.9,78.95,3.53
2023-02-28,3970.14990234375,20.700000762939453,4.57,301.45,3.6,21242.9,66.9,76.88,3.75
2023-03-31,4109.31005859375,18.700000762939453,4.65,301.821,3.5,20946.8,62.0,75.68,3.66
2023-04-30,4169.47998046875,15.779999732971191,4.83,302.845,3.4,20761.4,63.7,76.78,3.46
2023-05-31,4179.830078125,17.940000534057617,5.06,303.334,3.6,20829.6,59.0,68.11,3.57
2023-06-30,4450.3798828125,13.59000015258789,5.08,304.014,3.6,20799.3,64.2,70.66,3.75
2023-07-31,4588.9599609375,13.630000114440918,5.12,304.609,3.5,20791.2,71.5,81.8,3.9
2023-08-31,4507.66015625,13.569999694824219,5.33,306.082,3.7,20777.2,69.4,83.55,4.17
2023-09-30,4288.0498046875,17.520000457763672,5.33,307.276,3.7,20747.8,67.8,90.77,4.38
2023-10-31,4193.7998046875,18.139999389648438,5.33,307.696,3.9,20732.9,63.8,81.64,4.8
2023-11-30,4567.7998046875,12.920000076293945,5.33,308.148,3.7,20746.5,61.3,75.66,4.5
2023-12-31,4769.830078125,12.449999809265137,5.33,308.741,3.8,20777.9,69.7,71.89,4.02
2024-01-31,4845.64990234375,14.350000381469727,5.33,309.698,3.7,20843.9,79.0,76.28,4.06
2024-02-29,5096.27001953125,13.399999618530273,5.33,310.967,3.9,20927.4,76.9,79.22,4.21
2024-03-31,5254.35009765625,13.010000228881836,5.33,312.345,3.9,20973.9,79.4,83.96,4.21
2024-04-30,5035.68994140625,15.649999618530273,5.33,313.023,3.9,20959.7,77.2,83.49,4.54
2024-05-31,5277.509765625,12.920000076293945,5.33,313.175,3.9,21020.6,69.1,77.97,4.48
2024-06-30,5460.47998046875,12.4399995803833,5.33,313.044,4.1,21068.4,68.2,82.83,4.31
2024-07-31,5522.2998046875,16.360000610351562,5.33,313.569,4.2,21095.3,66.4,79.36,4.25
2024-08-31,5648.39990234375,15.0,5.33,314.062,4.2,21186.8,67.9,74.52,3.87
2024-09-30,5762.47998046875,16.729999542236328,5.13,314.732,4.1,21269.5,70.1,68.75,3.72
2024-10-31,5705.4501953125,23.15999984741211,4.83,315.631,4.1,21331.9,70.5,69.58,4.1
2024-11-30,6032.3798828125,13.510000228881836,4.64,316.528,4.2,21452.2,71.8,68.26,4.36
2024-12-31,5881.6298828125,17.350000381469727,4.48,317.604,4.1,21485.9,74.0,72.44,4.39
